24 20
   6.4344237e+00	  -6.0027435e+00	  -9.9895525e+00	   8.5662612e+00	   3.9032608e+00	   4.7568331e+00	  -8.9152103e+00	   3.5078235e+00	   9.9077946e+00	   4.5941890e+00	   3.6743114e+00	   5.4386783e+00	  -1.3471535e+00	  -1.5378123e+00	   1.1557793e+00	   1.9498038e+00	   3.6312086e+00	  -6.3852448e+00	   5.7814703e+00	  -6.4628988e+00	
  -1.4015718e+00	  -1.8609033e+00	   7.3087718e+00	   1.6018073e+00	  -1.7679730e-02	  -8.7319100e+00	  -6.4578493e+00	  -6.3063600e-01	  -3.3581433e+00	   4.1450697e+00	  -7.3583409e+00	  -5.8865096e+00	   3.1099608e+00	   3.1114635e+00	  -3.7314202e+00	  -3.2937734e+00	  -7.3478843e-01	  -4.8922652e+00	   7.0452778e+00	   9.1476805e+00	
   7.7554191e+00	   4.9741144e+00	   2.2513294e+00	  -9.6603412e+00	   7.1602112e-01	   7.2088113e+00	   3.2561612e+00	   8.2426495e+00	  -4.0530637e+00	   5.6275410e+00	   4.4544908e+00	  -2.2345674e+00	  -7.8048990e+00	   4.4584505e+00	  -6.6759287e+00	  -4.0154995e+00	  -5.7567359e+00	  -9.5892845e+00	   1.1273235e-01	  -4.6935593e+00	
  -2.1763401e+00	   6.5116763e+00	   9.7990041e+00	  -7.5828086e+00	  -1.0963367e+00	   8.6881024e+00	  -3.3834201e+00	  -7.9197685e+00	  -8.7590956e+00	  -4.2404605e+00	  -7.7929304e+00	   1.0355706e+00	   8.6751970e+00	   6.2418587e-01	   2.4499452e+00	  -9.4814917e-01	  -8.0296252e+00	   8.4735123e+00	   2.7132278e+00	   8.4916179e+00	
   5.3822877e+00	   5.7992606e+00	   5.5360139e-01	   7.2542144e+00	  -7.5213544e+00	   9.6879662e+00	   7.9697228e+00	   4.9109215e+00	  -4.0351206e+00	   3.8506397e+00	  -7.6501430e+00	  -5.4209350e+00	  -6.2507839e+00	  -7.8236412e+00	   9.7586947e+00	  -1.5470869e+00	   6.4714895e+00	   3.0739978e+00	   9.0178883e+00	  -5.5245919e+00	
  -2.0641697e+00	  -3.6295151e+00	  -4.0953230e-01	  -3.1406978e-01	  -1.9285413e-01	   7.1787763e+00	  -7.6368960e+00	   4.7253491e+00	  -9.0729747e+00	   1.1333967e+00	   2.8143585e+00	   2.8388124e+00	  -4.6764232e+00	   2.6353275e+00	  -6.5913595e+00	  -2.8078736e+00	  -6.4998053e+00	   8.6522714e+00	  -1.1207169e+00	  -2.5287238e+00	
   6.1702819e+00	   6.8128255e-01	   6.0269521e+00	   6.8971135e+00	   7.0599631e+00	   5.7111798e+00	   9.7683586e+00	   1.2372285e+00	   1.0856285e-01	  -2.0695841e+00	  -3.4237157e+00	  -3.1039255e-01	   5.9566052e+00	  -7.4700027e+00	  -4.8441550e+00	   1.1663840e+00	  -6.7286018e+00	  -6.7297526e+00	  -8.7996236e+00	  -8.2499930e+00	
   5.1015420e+00	  -8.2009864e+00	  -5.4431413e+00	  -5.8118983e+00	   7.4785481e+00	   2.6754837e-01	   7.9964198e-01	  -6.3161180e+00	   5.2285177e+00	  -8.7681867e+00	   3.0762405e+00	  -6.9630895e+00	  -2.4792449e-01	  -7.3139339e+00	  -2.0640136e+00	   4.8509073e+00	   3.3197443e+00	   8.4219451e+00	   7.3349979e+00	   2.8023310e+00	
  -2.4520891e+00	  -7.7658851e+00	  -3.8114176e-02	   1.0458268e+00	  -4.5941134e+00	  -6.4479508e+00	   4.1383484e+00	   1.9442270e+00	   2.6214000e+00	   5.6035106e+00	   4.9826293e+00	   5.6386393e+00	   5.3791653e+00	  -8.0281181e+00	  -8.5201046e+00	  -1.5133043e+00	   7.8877875e+00	   5.8931577e+00	   2.6237747e+00	  -6.3876622e+00	
  -5.6796217e+00	  -7.2741490e+00	   8.0170498e+00	   2.5976677e+00	  -5.8307728e+00	  -2.0282101e+00	   9.9898324e+00	  -4.0012602e+00	  -8.2021670e+00	  -3.2483227e+00	   1.6637146e+00	  -7.9878736e+00	  -2.0798651e+00	  -7.1594550e+00	   3.6819213e+00	  -1.4128842e+00	   3.3116417e-01	   1.5478839e+00	  -2.8985270e+00	  -9.0989779e+00	
   5.8081444e+00	   3.5730461e+00	   1.4932244e+00	  -9.3601797e+00	   1.2995914e+00	  -7.3213750e+00	  -4.2430131e+00	  -7.3175413e+00	  -8.3827515e+00	   2.1573181e+00	   4.8006466e+00	  -4.1186733e+00	  -4.5412241e+00	  -6.6349740e+00	  -1.9522333e+00	  -7.5025448e+00	   4.0540461e+00	  -1.1992881e+00	   9.9400654e+00	   4.4634696e+00	
   8.9860782e+00	  -9.6459618e-02	   6.9035637e+00	   2.2942684e+00	   2.8062365e+00	  -9.3822090e+00	  -1.7095492e+00	  -5.7479693e+00	   5.5448107e+00	   4.8250810e+00	  -5.3034617e+00	  -5.2525396e+00	  -9.2553073e+00	  -6.0750216e+00	   9.6567040e+00	  -9.5113197e+00	  -6.9281925e+00	  -4.8477253e+00	  -5.5165700e+00	  -3.0512471e+00	
  -3.4486913e+00	  -6.2057919e+00	   4.7728058e+00	  -2.7517708e+00	  -1.6594210e+00	   8.7828341e+00	  -7.0320117e-01	   7.8988335e+00	   8.1026949e+00	  -7.9037352e+00	   4.6991508e+00	   6.1744514e-01	   3.4658983e+00	  -3.6504045e+00	  -1.9563203e+00	  -4.1962947e+00	   9.0691414e+00	   5.0389279e+00	   3.0490215e+00	   3.2123365e+00	
   3.4252874e+00	  -9.9883500e-02	   1.7197407e+00	  -9.0093484e+00	  -5.8804897e+00	  -3.9738787e+00	   5.2791416e+00	  -8.5709437e+00	   6.7543904e-01	  -7.4422324e+00	   9.4119705e+00	  -8.1700254e+00	  -1.4087108e+00	  -3.6714200e+00	   2.4134389e+00	  -3.6495883e+00	   8.1768162e-01	  -5.4266104e+00	   2.0998128e+00	  -2.3226280e+00	
  -1.2271003e+00	  -7.0478356e+00	  -5.0653095e+00	  -2.0860022e-01	   8.9586624e+00	  -4.0893233e+00	   6.3640808e+00	  -5.1502688e+00	  -7.8169158e+00	   9.9080214e-01	   7.3386058e+00	  -1.8936916e+00	  -9.6521530e-01	  -5.6487338e+00	  -6.9126039e+00	   3.0738027e+00	   3.5946780e+00	  -8.7162583e+00	  -2.2550914e+00	   2.5469300e+00	
   6.6700119e+00	  -8.9005171e+00	   3.3283243e+00	  -6.1497921e+00	  -8.3585759e+00	  -3.3412744e+00	  -7.9955692e+00	  -8.9249122e+00	   6.5161772e+00	  -2.9541183e-01	  -8.2753094e+00	  -7.9030751e+00	   2.1971434e+00	  -4.9791631e+00	  -2.3730959e+00	   9.1387185e+00	  -9.2687396e+00	   5.3465902e+00	  -7.1562568e+00	  -9.5670037e+00	
   5.3770850e+00	   7.0142535e+00	  -8.3303437e+00	  -7.5383250e+00	  -7.8858115e+00	  -6.5863626e-01	  -6.4376609e+00	  -1.1655589e+00	  -3.2380456e+00	   7.8095136e+00	  -2.6712677e+00	  -7.7543208e+00	  -8.8119341e+00	   7.8584481e+00	  -6.7773206e+00	   8.7146175e+00	   6.1840770e+00	   3.4240437e+00	  -9.4973003e+00	   8.2113998e+00	
  -6.6549291e+00	   1.2111905e+00	   2.5191957e+00	  -5.8901166e+00	  -7.1591776e+00	   2.9639681e+00	  -2.8073017e+00	  -9.7343360e+00	  -4.1205389e+00	   5.9792056e+00	  -2.6160239e+00	   5.6885578e+00	  -3.6837712e+00	   4.0644645e+00	   5.1622486e+00	  -8.4227332e-01	   4.9723774e+00	   4.3042503e+00	  -1.5777549e+00	   6.0111731e+00	
   7.2396096e+00	   8.5921773e+00	   3.2188912e+00	  -7.0697018e+00	  -6.6707912e+00	  -9.4954364e+00	  -8.8659062e+00	   7.9438270e+00	   4.9262686e+00	   4.6868217e+00	   3.7005695e+00	  -4.1685936e+00	   5.4544426e+00	   1.1147589e+00	   7.4222224e+00	  -5.1904321e+00	  -7.5962596e+00	   2.8412166e+00	  -6.3179942e+00	   4.9169497e+00	
   9.7974431e+00	   3.9333440e+00	   4.5950371e+00	  -6.2185565e+00	   2.4191729e+00	   6.8441322e+00	   4.3771347e-01	  -6.0668362e+00	  -9.7932676e+00	  -8.9733623e+00	   1.9588327e+00	   2.0706688e+00	   3.9286598e+00	  -6.3113266e+00	  -2.9844651e+00	   5.2779589e+00	   5.0090330e-01	  -1.6190341e+00	   4.5155053e+00	   6.2622563e+00	
   2.8846913e-01	   1.6558193e+00	   7.8150423e+00	  -9.1469518e+00	   1.4741953e+00	   1.1806509e+00	  -3.2830205e+00	  -8.1325897e+00	  -9.0310532e+00	  -8.5422940e+00	   5.7872789e+00	   9.2884533e+00	  -7.4933564e+00	  -5.7593831e+00	   3.7107142e+00	   5.1865477e+00	  -3.4833274e+00	  -2.1847584e+00	  -2.5927463e+00	  -2.3338736e+00	
   7.6856205e+00	   6.3079442e+00	   9.6460645e+00	   2.7039583e+00	  -8.9584422e+00	   7.0819990e+00	  -6.4866194e+00	  -3.8526620e+00	   3.3583224e+00	  -8.2294508e+00	  -2.6469416e+00	  -1.3503001e+00	  -7.3969710e+00	  -8.4530638e+00	  -4.1170273e+00	   4.8129613e+00	   9.2898880e-01	   6.3228021e+00	   6.8312017e+00	   2.3455846e+00	
   1.7605211e+00	   7.5802781e+00	   5.3805817e+00	  -4.3626629e+00	   8.6240277e+00	  -3.0424161e+00	  -5.8210665e+00	  -8.7884666e-01	   2.0693597e+00	   5.9670173e+00	  -5.8794428e+00	   3.8950439e+00	  -8.1529532e+00	   8.2760082e+00	   6.1258608e-01	   4.8737668e+00	  -2.0223850e+00	  -3.6514427e+00	   4.6845938e+00	   1.5098972e+00	
  -6.9049530e+00	   9.7782323e+00	   1.6289298e+00	   7.7193356e-01	   4.5732336e+00	  -1.0794670e+00	   8.1030712e+00	  -7.9666121e+00	   5.2204932e-01	   8.8601628e+00	  -8.2666691e+00	   5.1619855e+00	  -9.8435941e+00	   4.1343044e+00	   6.6484677e+00	  -7.8815917e+00	  -1.6981323e+00	   6.2907955e+00	   1.4205175e+00	   6.0103410e-01	
